Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser
Fusarium oxysporum f. sp. lycopersici 4287	GenBank	GCA_000149955.2	yes	0	70	15	Fusarium oxysporum	f. sp. lycopersici 4287	FungiDB	426428.0	GCF_000149955.1_ASM14995v2	GCA_000149955.2	GCF_000149955.1	False	Fusarium oxysporum f. sp. lycopersici 4287	ascomycetes F.oxysporum (f. sp. lycopersici 4287 2015)	https://genome.ucsc.edu/h/GCF_000149955.1
Trypanosoma rangeli SC58	GenBank	GCA_000492115.1	yes	7433	0	0	Trypanosoma rangeli	SC58	TriTrypDB	429131.0	GCA_000492115.1_T_rangeli_SC58v1	GCA_000492115.1		False	Trypanosoma rangeli SC58	Trypanosoma rangeli (SC58 2013)	https://genome.ucsc.edu/h/GCA_000492115.1
Trichoderma reesei QM6a	GenBank	GCA_000167675.2	yes	0	77	0	Trichoderma reesei	QM6a	FungiDB	431241.0	GCF_000167675.1_v2.0	GCA_000167675.2	GCF_000167675.1	True	Trichoderma reesei QM6a	ascomycetes T.reesei QM6a	https://genome.ucsc.edu/h/GCF_000167675.1
Leishmania infantum JPCM5	GenBank	GCA_900500625.2	yes	0	0	36	Leishmania infantum	JPCM5	TriTrypDB	5671.0	GCA_900500625.2_LINF	GCA_900500625.2		False	Leishmania infantum	Leishmania infantum (2020)	https://genome.ucsc.edu/h/GCA_900500625.2
Talaromyces stipitatus ATCC 10500	GenBank	GCA_000003125.1	yes	0	820	0	Talaromyces stipitatus	ATCC 10500	FungiDB	441959.0	GCF_000003125.1_JCVI-TSTA1-3.0	GCA_000003125.1	GCF_000003125.1	True	Talaromyces stipitatus ATCC 10500	ascomycetes T.stipitatus ATCC 10500	https://genome.ucsc.edu/h/GCF_000003125.1
Talaromyces marneffei ATCC 18224	GenBank	GCA_000001985.1	yes	0	452	0	Talaromyces marneffei	ATCC 18224	FungiDB	441960.0	GCF_000001985.1_JCVI-PMFA1-2.0	GCA_000001985.1	GCF_000001985.1	True	Talaromyces marneffei ATCC 18224	ascomycetes T.marneffei (ATCC 18224 2008 refseq)	https://genome.ucsc.edu/h/GCF_000001985.1
Coccidioides posadasii str. Silveira	GenBank	GCA_000170175.2	yes	0	54	0	Coccidioides posadasii	str. Silveira	FungiDB	443226.0	GCA_000170175.2_CPS2	GCA_000170175.2		False	Coccidioides posadasii str. Silveira	ascomycetes C.Silveira (Silveira 2011)	https://genome.ucsc.edu/h/GCA_000170175.2
Histoplasma capsulatum G186AR	GenBank	GCA_017355575.1	no	0	0	6	Histoplasma capsulatum	G186AR	FungiDB	447093.0	GCA_017355575.1_ASM1735557v1	GCA_017355575.1		False	Histoplasma capsulatum G186AR	ascomycetes H.capsulatum (G186AR 2021)	https://genome.ucsc.edu/h/GCA_017355575.1
Histoplasma capsulatum G217B	GenBank	GCA_017607445.1	yes	0	11	0	Histoplasma capsulatum	G217B	FungiDB	2902605.0	GCA_017607445.1_ASM1760744v1	GCA_017607445.1		False	Histoplasma ohiense	ascomycetes H.ohiense (G217B 2021)	https://genome.ucsc.edu/h/GCA_017607445.1
Blastomyces dermatitidis ATCC 26199	INSDC	GCA_000166155.1	no	0	3282	0	Blastomyces dermatitidis	ATCC 26199	FungiDB	447095.0	GCA_000166155.1_BD_ATCC26199_V2	GCA_000166155.1		False	Blastomyces dermatitidis ATCC 26199	ascomycetes B.dermatitidis (ATCC 26199 2010)	https://genome.ucsc.edu/h/GCA_000166155.1
Aspergillus fumigatus A1163	GenBank	GCA_000150145.1	no	0	55	0	Aspergillus fumigatus	A1163	FungiDB	451804.0	GCA_000150145.1_ASM15014v1	GCA_000150145.1		False	Aspergillus fumigatus A1163	ascomycetes A.fumigatus (A1163 2007)	https://genome.ucsc.edu/h/GCA_000150145.1
Coccidioides posadasii RMSCC 3488	GenBank	GCA_000150055.1	no	0	6	0	Coccidioides posadasii	RMSCC 3488	FungiDB	454284.0	GCA_000150055.1_ASM15005v1	GCA_000150055.1		False	Coccidioides posadasii RMSCC 3488	ascomycetes C.posadasii (RMSCC 3488 2007)	https://genome.ucsc.edu/h/GCA_000150055.1
Coccidioides immitis RMSCC 3703	GenBank	GCA_000150085.1	no	0	286	0	Coccidioides immitis	RMSCC 3703	FungiDB	454286.0	GCA_000150085.1_ASM15008v1	GCA_000150085.1		False	Coccidioides immitis RMSCC 3703	ascomycetes C.immitis (RMSCC 3703 2007)	https://genome.ucsc.edu/h/GCA_000150085.1
Coccidioides posadasii RMSCC 2133	GenBank	GCA_000150185.1	no	0	53	0	Coccidioides posadasii	RMSCC 2133	FungiDB	469470.0	GCA_000150185.1_ASM15018v1	GCA_000150185.1		False	Coccidioides posadasii RMSCC 2133	ascomycetes C.posadasii (RMSCC 2133 2007)	https://genome.ucsc.edu/h/GCA_000150185.1
Coccidioides posadasii RMSCC 3700	GenBank	GCA_000150215.1	no	0	241	0	Coccidioides posadasii	RMSCC 3700	FungiDB	469471.0	GCA_000150215.1_ASM15021v1	GCA_000150215.1		False	Coccidioides posadasii RMSCC 3700	ascomycetes C.posadasii (RMSCC 3700 2007)	https://genome.ucsc.edu/h/GCA_000150215.1
Coccidioides posadasii CPA 0001	GenBank	GCA_000150245.1	no	0	255	0	Coccidioides posadasii	CPA 0001	FungiDB	469472.0	GCA_000150245.1_ASM15024v1	GCA_000150245.1		False	Coccidioides posadasii CPA 0001	ascomycetes C.posadasii (CPA 0001 2007)	https://genome.ucsc.edu/h/GCA_000150245.1
Enterocytozoon bieneusi H348	GenBank	GCA_000209485.1	yes	1730	3	0	Enterocytozoon bieneusi	H348	MicrosporidiaDB	481877.0	GCF_000209485.1_ASM20948v1	GCA_000209485.1	GCF_000209485.1	True	Enterocytozoon bieneusi H348	microsporidians E.bieneusi (H348 2009)	https://genome.ucsc.edu/h/GCF_000209485.1
Paracoccidioides brasiliensis Pb03	GenBank	GCA_000150475.2	yes	0	65	0	Paracoccidioides brasiliensis	Pb03	FungiDB	482561.0	GCA_000150475.2_Paracocci_br_Pb03_V2	GCA_000150475.2		False	Paracoccidioides brasiliensis Pb03	ascomycetes P.brasiliensis (Pb03 2014)	https://genome.ucsc.edu/h/GCA_000150475.2
Schizosaccharomyces octosporus yFS286	GenBank	GCA_000150505.2	yes	0	5	0	Schizosaccharomyces octosporus	yFS286	FungiDB	483514.0	GCF_000150505.1_SO6	GCA_000150505.2	GCF_000150505.1	True	Schizosaccharomyces octosporus yFS286	ascomycetes S.octosporus yFS286	https://genome.ucsc.edu/h/GCF_000150505.1
Babesia bovis T2Bo	GenBank	GCA_000165395.2	yes	0	3	3	Babesia bovis	T2Bo	PiroplasmaDB	484906.0	GCF_000165395.2_ASM16539v2	GCA_000165395.2	GCF_000165395.2	False	Babesia bovis T2Bo	apicomplexans B.bovis (T2Bo 2021)	https://genome.ucsc.edu/h/GCF_000165395.2
Coccidioides posadasii RMSCC 1037	GenBank	GCA_000150555.1	no	0	633	0	Coccidioides posadasii	RMSCC 1037	FungiDB	490065.0	GCA_000150555.1_ASM15055v1	GCA_000150555.1		False	Coccidioides posadasii RMSCC 1037	ascomycetes C.posadasii (RMSCC 1037 2008)	https://genome.ucsc.edu/h/GCA_000150555.1
Coccidioides posadasii RMSCC 1038	GenBank	GCA_000150585.1	no	0	551	0	Coccidioides posadasii	RMSCC 1038	FungiDB	490066.0	GCA_000150585.1_ASM15058v1	GCA_000150585.1		False	Coccidioides posadasii RMSCC 1038	ascomycetes C.posadasii (RMSCC 1038 2008)	https://genome.ucsc.edu/h/GCA_000150585.1
Coccidioides posadasii CPA 0020	GenBank	GCA_000150615.1	no	0	620	0	Coccidioides posadasii	CPA 0020	FungiDB	490068.0	GCA_000150615.1_ASM15061v1	GCA_000150615.1		False	Coccidioides posadasii CPA 0020	ascomycetes C.posadasii (CPA 0020 2008)	https://genome.ucsc.edu/h/GCA_000150615.1
Coccidioides posadasii CPA 0066	GenBank	GCA_000150645.1	no	0	473	0	Coccidioides posadasii	CPA 0066	FungiDB	490069.0	GCA_000150645.1_ASM15064v1	GCA_000150645.1		False	Coccidioides posadasii CPA 0066	ascomycetes C.posadasii (CPA 0066 2008)	https://genome.ucsc.edu/h/GCA_000150645.1
Penicillium rubens Wisconsin 54-1255	GenBank	GCA_000226395.1	yes	0	49	0	Penicillium rubens	Wisconsin 54-1255	FungiDB	500485.0	GCF_000226395.1_PenChr_Nov2007	GCA_000226395.1	GCF_000226395.1	True	Penicillium rubens Wisconsin 54-1255	ascomycetes P.rubens (Wisconsin 54-1255 2008 refseq)	https://genome.ucsc.edu/h/GCF_000226395.1
Paracoccidioides lutzii Pb01	GenBank	GCA_000150705.2	yes	0	110	0	Paracoccidioides lutzii	Pb01	FungiDB	502779.0	GCF_000150705.2_Paracocci_br_Pb01_V2	GCA_000150705.2	GCF_000150705.2	True	Paracoccidioides lutzii Pb01	ascomycetes P.lutzii Pb01	https://genome.ucsc.edu/h/GCF_000150705.2
Paracoccidioides brasiliensis Pb18	GenBank	GCA_000150735.2	no	0	57	0	Paracoccidioides brasiliensis	Pb18	FungiDB	502780.0	GCF_000150735.1_Paracocci_br_Pb18_V2	GCA_000150735.2	GCF_000150735.1	True	Paracoccidioides brasiliensis Pb18	ascomycetes P.brasiliensis Pb18	https://genome.ucsc.edu/h/GCF_000150735.1
Toxoplasma gondii ME49	GenBank	GCF_000006565.2	yes	0	2248	14	Toxoplasma gondii	ME49	ToxoDB	508771.0	GCF_000006565.2_TGA4	GCA_000006565.2	GCF_000006565.2	False	Toxoplasma gondii ME49	Toxoplasma gondii (ME49 2013)	https://genome.ucsc.edu/h/GCF_000006565.2
Aspergillus oryzae RIB40	GenBank	GCA_000184455.3	yes	3	0	8	Aspergillus oryzae	RIB40	FungiDB	510516.0	GCF_000184455.2_ASM18445v3	GCA_000184455.3	GCF_000184455.2	True	Aspergillus oryzae RIB40	ascomycetes A.oryzae RIB40	https://genome.ucsc.edu/h/GCF_000184455.2
Neurospora tetrasperma FGSC 2508	GenBank	GCA_000213175.1	yes	0	81	0	Neurospora tetrasperma	FGSC 2508	FungiDB	510951.0	GCF_000213175.1_v2.0	GCA_000213175.1	GCF_000213175.1	True	Neurospora tetrasperma FGSC 2508	ascomycetes N.tetrasperma FGSC 2508	https://genome.ucsc.edu/h/GCF_000213175.1
Podospora anserina S mat+	INSDC	GCA_000226545.1	yes	0	33	0	Podospora anserina	S mat+	FungiDB	515849.0	GCF_000226545.1_ASM22654v1	GCA_000226545.1	GCF_000226545.1	True	Podospora anserina S mat	ascomycetes P.anserina S mat+	https://genome.ucsc.edu/h/GCF_000226545.1
Nannizzia gypsea CBS 118893	INSDC	GCA_000150975.2	yes	0	18	0	Nannizzia gypsea	CBS 118893	FungiDB	535722.0	GCF_000150975.2_MS_CBS118893	GCA_000150975.2	GCF_000150975.2	True	Nannizzia gypsea CBS 118893	ascomycetes N.gypsea CBS 118893	https://genome.ucsc.edu/h/GCF_000150975.2
Histoplasma capsulatum H88	GenBank	GCA_017310615.1	no	0	0	6	Histoplasma capsulatum	H88	FungiDB	544711.0	GCA_017310615.1_ASM1731061v1	GCA_017310615.1		False	Histoplasma capsulatum var. duboisii H88	ascomycetes H.capsulatum var. duboisii (H88 2021)	https://genome.ucsc.edu/h/GCA_017310615.1
Histoplasma capsulatum H143	GenBank	GCA_000151035.1	no	0	48	0	Histoplasma capsulatum	H143	FungiDB	544712.0	GCA_000151035.1_ASM15103v1	GCA_000151035.1		False	Histoplasma capsulatum H143	ascomycetes H.capsulatum (H143 2009)	https://genome.ucsc.edu/h/GCA_000151035.1
Microsporum canis CBS 113480	INSDC	GCA_000151145.1	yes	0	16	0	Microsporum canis	CBS 113480	FungiDB	554155.0	GCF_000151145.1_ASM15114v1	GCA_000151145.1	GCF_000151145.1	True	Microsporum canis CBS 113480	ascomycetes M.canis CBS 113480	https://genome.ucsc.edu/h/GCF_000151145.1
Saccharomyces cerevisiae S288C	GenBank	GCA_000146045.2	yes	0	0	16	Saccharomyces cerevisiae	S288C	FungiDB	559292.0	GCF_000146045.2_R64	GCA_000146045.2	GCF_000146045.2	False	Saccharomyces cerevisiae S288C	baker's yeast S288C (2014)	https://genome.ucsc.edu/h/GCF_000146045.2
Blastomyces dermatitidis ER-3	INSDC	GCA_000003525.2	yes	0	25	0	Blastomyces dermatitidis	ER-3	FungiDB	559297.0	GCF_000003525.1_BD_ER3_V1	GCA_000003525.2	GCF_000003525.1	True	Blastomyces dermatitidis ER-3	ascomycetes B.dermatitidis (ER-3 2009 refseq)	https://genome.ucsc.edu/h/GCF_000003525.1
Trichophyton rubrum CBS 118892	INSDC	GCA_000151425.1	yes	0	35	0	Trichophyton rubrum	CBS 118892	FungiDB	559305.0	GCF_000151425.1_ASM15142v1	GCA_000151425.1	GCF_000151425.1	True	Trichophyton rubrum CBS 118892	ascomycetes T.rubrum CBS 118892	https://genome.ucsc.edu/h/GCF_000151425.1
Trichophyton equinum CBS 127.97	INSDC	GCA_000151175.1	yes	0	123	0	Trichophyton equinum	CBS 127.97	FungiDB	559882.0	GCA_000151175.1_ASM15117v1	GCA_000151175.1		False	Trichophyton equinum CBS 127.97	ascomycetes T.equinum (CBS 127.97 2008)	https://genome.ucsc.edu/h/GCA_000151175.1
Neospora caninum Liverpool	GenBank	GCA_000208865.2	yes	52	0	14	Neospora caninum	Liverpool	ToxoDB	572307.0	GCF_000208865.1_ASM20886v2	GCA_000208865.2	GCF_000208865.1	True	Neospora caninum Liverpool	apicomplexans N.caninum (Liverpool 2011)	https://genome.ucsc.edu/h/GCF_000208865.1
Thermothelomyces thermophilus ATCC 42464	INSDC	GCA_000226095.1	yes	0	0	7	Thermothelomyces thermophilus	ATCC 42464	FungiDB	573729.0	GCF_000226095.1_ASM22609v1	GCA_000226095.1	GCF_000226095.1	True	Thermothelomyces thermophilus ATCC 42464	ascomycetes T.thermophilus ATCC 42464	https://genome.ucsc.edu/h/GCF_000226095.1
Candida dubliniensis CD36	INSDC	GCA_000026945.1	yes	0	0	8	Candida dubliniensis	CD36	FungiDB	573826.0	GCF_000026945.1_ASM2694v1	GCA_000026945.1	GCF_000026945.1	True	Candida dubliniensis CD36	budding yeast C.dubliniensis CD36	https://genome.ucsc.edu/h/GCF_000026945.1
Candida parapsilosis CDC317	GenBank	GCA_000182765.2	yes	0	0	8	Candida parapsilosis	CDC317	FungiDB	5480.0	GCF_000182765.1_ASM18276v2	GCA_000182765.2	GCF_000182765.1	False	Candida parapsilosis	budding yeast C.parapsilosis	https://genome.ucsc.edu/h/GCF_000182765.1
Tremella mesenterica DSM 1558	GenBank	GCA_000271645.1	yes	0	45	0	Tremella mesenterica	DSM 1558	FungiDB	578456.0	GCF_000271645.1_Treme1	GCA_000271645.1	GCF_000271645.1	True	Tremella mesenterica DSM 1558	witches' butter	https://genome.ucsc.edu/h/GCF_000271645.1
Schizophyllum commune H4-8	INSDC	GCA_000143185.2	yes	0	25	0	Schizophyllum commune	H4-8	FungiDB	578458.0	GCF_000143185.2_Schco3	GCA_000143185.2	GCF_000143185.2	True	Schizophyllum commune H4-8	basidiomycetes S.commune (v2 H4-8 2022)	https://genome.ucsc.edu/h/GCF_000143185.2
Nosema ceranae BRL01	GenBank	GCA_000182985.1	yes	5465	0	0	Nosema ceranae	BRL01	MicrosporidiaDB	578460.0	GCF_000182985.1_ASM18298v1	GCA_000182985.1	GCF_000182985.1	True	Nosema ceranae BRL01	microsporidians N.ceranae (BRL01 2009)	https://genome.ucsc.edu/h/GCF_000182985.1
Nosema bombycis CQ1	GenBank	GCA_000383075.1	yes	0	1607	0	Nosema bombycis	CQ1	MicrosporidiaDB	578461.0	GCA_000383075.1_NosBomCQ1_v1.0	GCA_000383075.1		False	Nosema bombycis CQ1	microsporidians N.bombycis (CQ1 2013)	https://genome.ucsc.edu/h/GCA_000383075.1
Plasmodium berghei ANKA	GenBank	GCA_900002375.2	yes	5	0	14	Plasmodium berghei	ANKA	PlasmoDB	5823.0	GCF_900002375.2_GCA_900002375	GCA_900002375.2	GCF_900002375.2	False	Plasmodium berghei ANKA	apicomplexans P.berghei (ANKA 2019)	https://genome.ucsc.edu/h/GCF_900002375.2
Plasmodium knowlesi strain H	GenBank	GCA_000006355.3	yes	148	0	14	Plasmodium knowlesi	strain H	PlasmoDB	5851.0	GCF_000006355.2_GCA_000006355.2	GCA_000006355.3	GCF_000006355.2	False	Plasmodium knowlesi strain H	apicomplexans P.knowlesi strain (H 2020)	https://genome.ucsc.edu/h/GCF_000006355.2
Aspergillus carbonarius ITEM 5010	GenBank	GCA_001990825.1	yes	0	829	0	Aspergillus carbonarius	ITEM 5010	FungiDB	602072.0	GCA_001990825.1_Aspca3	GCA_001990825.1		False	Aspergillus carbonarius ITEM 5010	ascomycetes A.carbonaris (ITEM 5010 2017)	https://genome.ucsc.edu/h/GCA_001990825.1
Puccinia triticina 1-1 BBBD Race 1	GenBank	GCA_000151525.2	yes	14818	0	0	Puccinia triticina	1-1 BBBD Race 1	FungiDB	630390.0	GCA_000151525.2_P_triticina_1_1_V2	GCA_000151525.2		False	Puccinia triticina 1-1 BBBD Race 1	wheat leaf rust (1-1 BBBD Race 1 2016)	https://genome.ucsc.edu/h/GCA_000151525.2
Gaeumannomyces tritici R3-111a-1	INSDC	GCA_000145635.1	yes	0	513	0	Gaeumannomyces tritici	R3-111a-1	FungiDB	644352.0	GCF_000145635.1_Gae_graminis_V2	GCA_000145635.1	GCF_000145635.1	True	Gaeumannomyces tritici R3-111a-1	ascomycetes G.tritici R3-111a-1	https://genome.ucsc.edu/h/GCF_000145635.1
Magnaporthiopsis poae ATCC 64411	INSDC	GCA_000193285.1	yes	0	205	0	Magnaporthiopsis poae	ATCC 64411	FungiDB	644358.0	GCA_000193285.1_Mag_poae_ATCC_64411_V1	GCA_000193285.1		False	Magnaporthiopsis poae ATCC 64411	ascomycetes M.poae (ATCC 64411 2011)	https://genome.ucsc.edu/h/GCA_000193285.1
Colletotrichum graminicola M1.001	INSDC	GCA_000149035.1	yes	0	653	0	Colletotrichum graminicola	M1.001	FungiDB	645133.0	GCF_000149035.1_C_graminicola_M1_001_V1	GCA_000149035.1	GCF_000149035.1	True	Colletotrichum graminicola M1.001	ascomycetes C.graminicola M1.001	https://genome.ucsc.edu/h/GCF_000149035.1
Spizellomyces punctatus DAOM BR117	GenBank	GCA_000182565.2	yes	0	38	0	Spizellomyces punctatus	DAOM BR117	FungiDB	645134.0	GCF_000182565.1_S_punctatus_V1	GCA_000182565.2	GCF_000182565.1	True	Spizellomyces punctatus DAOM BR117	chytrids S.punctatus DAOM BR117	https://genome.ucsc.edu/h/GCF_000182565.1
Trichophyton tonsurans CBS 112818	INSDC	GCA_000151455.1	yes	0	110	0	Trichophyton tonsurans	CBS 112818	FungiDB	647933.0	GCA_000151455.1_ASM15145v1	GCA_000151455.1		False	Trichophyton tonsurans CBS 112818	ascomycetes T.tonsurans (CBS 112818 2009)	https://genome.ucsc.edu/h/GCA_000151455.1
Pseudogymnoascus destructans 20631-21	INSDC	GCA_000184105.1	yes	0	1846	0	Pseudogymnoascus destructans	20631-21	FungiDB	658429.0	GCF_000184105.1_Geom_destructans_V1	GCA_000184105.1	GCF_000184105.1	True	Pseudogymnoascus destructans 20631-21	ascomycetes P.destructans (20631-21 2010)	https://genome.ucsc.edu/h/GCF_000184105.1
Fusarium oxysporum f. sp. conglutinans Fo5176	INSDC	GCA_014154955.1	no	0	4	15	Fusarium oxysporum	f. sp. conglutinans Fo5176	FungiDB	100902.0	GCA_014154955.1_SMRT_HiC_Fo5176	GCA_014154955.1		False	Fusarium oxysporum f. sp. conglutinans	ascomycetes F.oxysporum f. sp. conglutinans (Fo5176 2020)	https://genome.ucsc.edu/h/GCA_014154955.1
Fusarium oxysporum Fo47	GenBank	GCA_000271705.2	no	0	124	0	Fusarium oxysporum	Fo47	FungiDB	660027.0	GCA_000271705.2_FO_Fo47_V1	GCA_000271705.2		False	Fusarium oxysporum Fo47	ascomycetes F.oxysporum (Fo47 2014)	https://genome.ucsc.edu/h/GCA_000271705.2
Fusarium oxysporum NRRL 32931	GenBank	GCA_000271745.2	no	0	168	0	Fusarium oxysporum	NRRL 32931	FungiDB	660029.0	GCF_000271745.1_FO_FOSC_3_a_V1	GCA_000271745.2	GCF_000271745.1	True	Fusarium oxysporum NRRL 32931	ascomycetes F.oxysporum (NRRL 32931 2014 refseq)	https://genome.ucsc.edu/h/GCF_000271745.1
Fusarium vanettenii 77-13-4	INSDC	GCA_000151355.1	yes	0	209	0	Fusarium vanettenii	77-13-4	FungiDB	660122.0	GCF_000151355.1_v2.0	GCA_000151355.1	GCF_000151355.1	True	Fusarium vanettenii 77-13-4	ascomycetes F.vanettenii 77-13-4	https://genome.ucsc.edu/h/GCF_000151355.1
Sclerotinia sclerotiorum 1980 UF-70	GenBank	GCA_001857865.1	yes	0	0	16	Sclerotinia sclerotiorum	1980 UF-70	FungiDB	665079.0	GCA_001857865.1_ASM185786v1	GCA_001857865.1		False	Sclerotinia sclerotiorum 1980 UF-70	ascomycetes S.sclerotiorum UF-70 (1980 2016)	https://genome.ucsc.edu/h/GCA_001857865.1
Trypanosoma brucei gambiense DAL972	GenBank	GCA_000210295.1	no	0	0	11	Trypanosoma brucei	gambiense DAL972	TriTrypDB	679716.0	GCF_000210295.1_ASM21029v1	GCA_000210295.1	GCF_000210295.1	True	Trypanosoma brucei gambiense DAL972	Trypanosoma brucei gambiense (Dal972 MHOM/CI/86/DAL972 2009 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000210295.1
Aspergillus aculeatus ATCC 16872	GenBank	GCA_001890905.1	yes	0	660	0	Aspergillus aculeatus	ATCC 16872	FungiDB	690307.0	GCF_001890905.1_Aspac1	GCA_001890905.1	GCF_001890905.1	True	Aspergillus aculeatus ATCC 16872	ascomycetes A.aculeatus ATCC 16872	https://genome.ucsc.edu/h/GCF_001890905.1
Saprolegnia parasitica CBS 223.65	GenBank	GCA_000151545.2	yes	0	1442	0	Saprolegnia parasitica	CBS 223.65	FungiDB	695850.0	GCF_000151545.1_ASM15154v2	GCA_000151545.2	GCF_000151545.1	True	Saprolegnia parasitica CBS 223.65	oomycetes (CBS 223.65 2014)	https://genome.ucsc.edu/h/GCF_000151545.1
Naegleria gruberi strain NEG-M	INSDC	GCA_000004985.1	yes	0	784	0	Naegleria gruberi	strain NEG-M	AmoebaDB	5762.0	GCF_000004985.1_V1.0	GCA_000004985.1	GCF_000004985.1	True	Naegleria gruberi	N.gruberi (NEG-M 2010)	https://genome.ucsc.edu/h/GCF_000004985.1
Rhizophagus irregularis DAOM 181602=DAOM 197198	GenBank	GCA_020716725.1	yes	0	0	33	Rhizophagus irregularis	DAOM 181602=DAOM 197198	FungiDB	588596.0	GCA_020716725.1_ASM2071672v1	GCA_020716725.1		False	Rhizophagus irregularis	glomeromycetes (DAOM-197198 2021)	https://genome.ucsc.edu/h/GCA_020716725.1
Melampsora larici-populina 98AG31	GenBank	GCA_000204055.1	yes	0	462	0	Melampsora larici-populina	98AG31	FungiDB	747676.0	GCF_000204055.1_v1.0	GCA_000204055.1	GCF_000204055.1	True	Melampsora larici-populina 98AG31	rust fungi M.larici-populina 98AG31	https://genome.ucsc.edu/h/GCF_000204055.1
Mucor lusitanicus CBS 277.49	GenBank	GCA_001638945.1	yes	0	21	0	Mucor lusitanicus	CBS 277.49	FungiDB	747725.0	GCA_001638945.1_Mucci2	GCA_001638945.1		False	Mucor lusitanicus CBS 277.49	fungi M.lusitanicus (CBS 277.49 2016)	https://genome.ucsc.edu/h/GCA_001638945.1
Colletotrichum higginsianum IMI 349063	INSDC	GCA_001672515.1	yes	0	14	11	Colletotrichum higginsianum	IMI 349063	FungiDB	759273.0	GCF_001672515.1_ASM167251v1	GCA_001672515.1	GCF_001672515.1	True	Colletotrichum higginsianum IMI 349063	ascomycetes C.higginsianum IMI 349063	https://genome.ucsc.edu/h/GCF_001672515.1
Phytophthora parasitica INRA-310	GenBank	GCA_000247585.2	yes	0	708	0	Phytophthora parasitica	INRA-310	FungiDB	761204.0	GCF_000247585.1_PP_INRA-310_V2	GCA_000247585.2	GCF_000247585.1	True	Phytophthora nicotianae INRA-310	black shank of tobacco agent (INRA-310 2013)	https://genome.ucsc.edu/h/GCF_000247585.1
Phycomyces blakesleeanus NRRL 1555(-)	GenBank	GCA_001638985.2	yes	0	80	0	Phycomyces blakesleeanus	NRRL 1555(-)	FungiDB	763407.0	GCF_001638985.1_Phybl2	GCA_001638985.2	GCF_001638985.1	True	Phycomyces blakesleeanus NRRL 1555-	fungi P.blakesleeanus NRRL 1555(-)	https://genome.ucsc.edu/h/GCF_001638985.1
Aspergillus brasiliensis CBS 101740	GenBank	GCA_001889945.1	yes	0	103	0	Aspergillus brasiliensis	CBS 101740	FungiDB	767769.0	GCA_001889945.1_Aspbr1	GCA_001889945.1		False	Aspergillus brasiliensis CBS 101740	ascomycetes A.brasiliensis (CBS 101740 2016)	https://genome.ucsc.edu/h/GCA_001889945.1
Aspergillus tubingensis CBS 134.48	GenBank	GCA_001890745.1	yes	0	33	0	Aspergillus tubingensis	CBS 134.48	FungiDB	767770.0	GCA_001890745.1_Asptu1	GCA_001890745.1		False	Aspergillus tubingensis CBS 134.48	ascomycetes A.tubingensis (CBS 134.48 2016)	https://genome.ucsc.edu/h/GCA_001890745.1
Sordaria macrospora k-hell	GenBank	GCF_000182805.3	yes	0	1212	0	Sordaria macrospora	k-hell	FungiDB	771870.0	GCF_000182805.3_ASM18280v2	GCA_000182805.2	GCF_000182805.3	False	Sordaria macrospora k-hell	ascomycetes S.macrospora (v3 k-hell 2012)	https://genome.ucsc.edu/h/GCF_000182805.3
Cenococcum geophilum 1.58	GenBank	GCA_001692895.1	yes	0	268	0	Cenococcum geophilum	1.58	FungiDB	794803.0	GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0	GCA_001692895.1		False	Cenococcum geophilum 1.58	ascomycetes C.geophilum (1.58 2016)	https://genome.ucsc.edu/h/GCA_001692895.1
Exophiala dermatitidis NIH/UT8656	INSDC	GCA_000230625.1	yes	0	10	0	Exophiala dermatitidis	NIH/UT8656	FungiDB	858893.0	GCF_000230625.1_Exop_derm_V1	GCA_000230625.1	GCF_000230625.1	True	Exophiala dermatitidis NIH/UT8656	ascomycetes E.dermatitidis NIH/UT8656	https://genome.ucsc.edu/h/GCF_000230625.1
Leishmania major strain LV39c5	GenBank	GCA_000331345.1	no	0	773	36	Leishmania major	strain LV39c5	TriTrypDB	860569.0	GCA_000331345.1_Leishmania_major_LV39c5-1.0.1	GCA_000331345.1		False	Leishmania major strain LV39c5	Leishmania major strain (LV39c5 2013)	https://genome.ucsc.edu/h/GCA_000331345.1
Leishmania major strain SD 75.1	GenBank	GCA_000250755.2	no	0	36	0	Leishmania major	strain SD 75.1	TriTrypDB	860570.0	GCA_000250755.2_Leishmania_major_SD_75.1-1.1.1	GCA_000250755.2		False	Leishmania major strain SD 75.1	Leishmania major strain (SD 75.1 2012)	https://genome.ucsc.edu/h/GCA_000250755.2
Theileria orientalis strain Shintoku	GenBank	GCA_000740895.1	yes	0	0	4	Theileria orientalis	strain Shintoku	PiroplasmaDB	869250.0	GCF_000740895.1_ASM74089v1	GCA_000740895.1	GCF_000740895.1	True	Theileria orientalis strain Shintoku	apicomplexans T.orientalis strain (Shintoku 2012)	https://genome.ucsc.edu/h/GCF_000740895.1
